Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
39414.0,1.0195,-0.3582,-1.3355,0.1773,2.058,3.4334,-0.2639,0.7632,-0.1634,0.0607,-0.1887,0.0056,0.0275,0.4985,1.1412,0.4939,-0.969,0.4029,-0.1471,0.2675,0.1018,-0.1248,-0.2681,1.0148,0.7822,-0.2803,-0.0057,0.0396,144.0,0
39419.0,-0.8632,-0.3019,0.5711,-3.3642,-1.5758,-0.8966,1.1934,-0.5122,-0.1218,-0.7513,1.6049,1.0933,0.4974,0.2028,0.919,-2.4696,-0.0242,1.9274,0.7154,-0.7292,-0.2292,0.1784,0.0185,0.5484,0.2785,-0.7996,-0.111,0.0229,205.0,0
39423.0,-1.8416,-0.9247,0.6835,-1.2408,-0.0401,-1.6447,0.0286,-0.0476,-1.2145,0.3945,-0.7482,-0.1511,0.5571,0.0635,0.2488,-1.1189,-0.2278,0.9524,-1.3087,-0.2957,-0.288,-0.4481,-0.2415,0.4588,-0.488,0.7952,0.0169,-0.2974,88.0,0
39429.0,-2.4627,-1.6852,1.5106,-1.2625,-2.2931,1.9587,1.3273,-0.0368,-0.4706,-0.1846,1.1941,-0.1265,-0.6167,-0.9115,-1.1389,0.8304,0.6726,-1.8568,0.0582,-0.9338,-0.1622,0.5045,-0.4871,-0.1836,0.1725,-0.2848,0.2194,0.0906,608.14,0
39430.0,1.2608,0.031,0.0977,0.1087,-0.3369,-0.7843,0.0902,-0.1394,-0.025,-0.0183,1.2089,1.0199,-0.0951,0.3423,-0.6063,-0.1023,-0.2013,-0.2697,0.589,-0.0842,-0.037,0.0124,-0.0971,0.4358,0.5205,1.0726,-0.0969,-0.0174,2.0,0
39431.0,1.1235,-0.5247,1.2269,0.1221,-1.398,-0.2772,-0.85,0.2432,1.0045,-0.1922,1.0227,0.5512,-1.2927,0.0113,-0.2805,0.3596,-0.1797,0.1949,0.4474,-0.1016,-0.0563,-0.1086,0.0722,0.5911,0.0062,0.962,-0.0493,0.0089,27.0,0
39435.0,0.0896,-2.5187,0.5022,1.0999,-1.6667,1.1218,-0.4269,0.3043,-0.2788,0.487,0.2953,0.4777,-0.638,-0.1041,-0.8632,-1.5484,0.1906,1.4083,-0.9139,0.536,-0.1487,-1.0314,-0.4144,-0.3405,0.0223,-0.4645,-0.0041,0.1215,579.42,0
39444.0,1.3334,0.0733,-0.2839,-0.1283,0.0968,-0.6359,0.2951,-0.3316,0.136,-0.3007,-0.9648,0.8687,1.6215,-0.1945,0.0372,-0.1618,-0.3173,-0.6744,0.6674,0.0684,-0.116,-0.1391,-0.2235,-0.3162,0.7014,1.1675,-0.0901,-0.0103,20.8,0
39445.0,-1.1445,-0.4178,1.7769,1.1235,-0.2432,0.5618,0.4345,0.3407,-0.3275,-0.3919,1.0211,0.4949,-0.4993,0.1979,0.2274,-0.3665,-0.016,0.5395,0.3647,0.5578,0.4676,0.9757,0.3566,0.0193,-0.091,-0.1825,0.1007,0.1577,217.22,0
39464.0,-0.7666,1.0713,0.4219,0.5713,0.5778,0.4795,0.2033,0.5927,-0.5078,-0.3252,-1.6929,-0.3096,0.3249,0.5046,1.4117,0.023,-0.2869,0.1692,0.5548,0.1407,0.0486,0.1139,-0.132,-1.3316,-0.1762,-0.2909,0.3114,0.1244,30.0,0
39464.0,-0.6806,0.8197,1.2364,1.1344,0.3449,0.54,0.4659,0.2664,-0.3452,0.195,0.6704,0.3511,-0.8983,0.3029,-0.3583,-0.8948,0.2914,0.006,1.1473,0.0921,-0.0004,0.2543,-0.1772,-0.3007,-0.1074,-0.23,0.2978,0.1987,36.16,0
39464.0,1.2149,-1.3021,0.949,-1.8236,-1.9616,-0.4967,-1.1141,0.1182,0.9282,-0.327,0.9214,1.1594,-0.4516,-0.2677,-0.5061,-2.2156,0.4126,1.5261,0.5775,-0.4413,-0.4643,-0.6697,0.062,0.5454,0.2147,-0.1338,0.061,0.0274,52.62,0
39470.0,0.0558,0.9509,0.4369,-0.1538,0.3043,0.7431,-0.8952,-2.5968,-0.8884,-0.761,0.3328,1.2953,1.2398,0.5724,0.1694,1.0263,-1.1071,0.319,0.4353,0.7196,-1.5576,-0.5074,-0.1076,-1.02,0.9041,0.2124,-0.0212,0.142,1.98,0
39483.0,-0.517,0.9528,1.6772,-0.0848,-0.0349,-0.7198,0.5914,0.0553,-0.7101,-0.1485,1.5323,0.8694,0.2115,0.2946,0.1024,0.3202,-0.5857,0.0424,0.2244,0.1416,-0.153,-0.4241,0.0044,0.524,-0.2377,0.0401,0.2607,0.1149,4.99,0
39487.0,1.3089,-0.5345,0.5214,-0.5384,-1.217,-1.2419,-0.4016,-0.2956,-0.8954,0.5985,0.1301,-0.2074,0.6519,-0.2244,0.6455,0.9894,0.3448,-1.5455,0.377,0.1792,0.1991,0.4311,-0.0481,0.7476,0.4562,-0.234,0.0002,0.0275,53.09,0
39488.0,-0.5437,-0.1316,1.0197,-0.807,-2.8994,1.3318,2.184,-0.4689,-1.3898,0.6545,1.7547,-1.0872,-1.3237,-0.009,0.9089,0.7709,0.5696,-1.1466,1.5806,-0.0706,-0.0618,0.1544,0.1616,0.2014,-0.7764,-0.4413,0.0536,-0.2652,513.94,0
39490.0,1.2708,-0.181,0.5239,0.1919,-0.8103,-0.7725,-0.2361,-0.1045,0.8507,-0.3456,-0.7794,0.2371,-0.513,-0.1409,-0.253,-0.3458,0.2165,-0.6621,0.4643,-0.1278,-0.1236,-0.1186,-0.0486,0.4866,0.4299,1.1134,-0.069,-0.0019,1.0,0
39493.0,0.2529,-1.9366,0.5472,0.6743,-1.7572,-0.3526,-0.0742,-0.0605,0.9811,-0.4701,-0.7128,-0.1319,-0.6443,-0.0625,0.854,0.4718,-0.1893,0.0935,-0.2126,0.9067,0.3657,0.0272,-0.4598,0.4922,-0.0008,1.0576,-0.1362,0.1009,509.68,0
39500.0,0.8391,-2.1879,0.5944,-1.2483,-2.0649,-0.0522,-1.0713,-0.0129,-1.8081,1.4075,0.9717,-0.0627,1.0621,-0.4238,0.2661,0.3196,-0.0674,0.9365,-0.1415,0.3906,0.0872,-0.0985,-0.2561,-0.0024,0.0797,-0.2524,0.0018,0.0775,335.09,0
39505.0,1.3658,-0.4049,-0.1233,-0.6856,-0.5936,-0.9671,-0.0212,-0.3366,-1.1541,0.6422,-0.7516,0.0333,0.8278,0.1686,0.694,-1.2569,-0.1491,0.4527,-0.31,-0.3525,-0.8085,-1.9848,0.1871,-0.1368,0.0549,0.6493,-0.0808,0.0116,49.48,0
39517.0,1.2443,-0.2032,0.5329,0.4448,-0.6444,-0.1466,-0.4294,0.0322,-1.4073,0.9866,1.527,0.9393,0.6151,0.3278,0.274,-1.5311,-0.1386,1.2012,-1.385,-0.5477,-0.194,-0.0208,0.0096,0.196,0.4471,-0.2806,0.06,0.0162,4.78,0
39521.0,1.1863,-1.2228,0.3665,-0.9071,-1.1416,0.2609,-1.1007,0.2126,-0.3591,0.7695,0.0771,-1.1404,-1.079,0.0096,0.6813,2.1024,-0.5274,0.2335,0.9249,0.2793,0.4098,0.7684,-0.3442,-0.8306,0.4577,-0.0015,0.0001,0.0209,129.0,0
39529.0,-2.0094,2.0222,1.0501,-0.5588,-0.154,-0.3074,0.6546,0.0791,0.8683,2.1913,1.8873,0.5564,-0.526,-0.2461,0.5655,-0.1651,-0.4368,-0.4651,-0.3365,1.0049,-0.4057,-0.49,0.0696,0.1666,0.0008,0.0753,0.8318,0.3595,8.9,0
39541.0,1.1713,0.6487,-0.0162,2.3052,0.4266,-0.3142,0.4994,-0.1334,-1.332,0.8899,0.9148,0.5919,0.1869,0.6516,-0.4947,0.6123,-0.8606,0.075,-0.4817,-0.0874,0.0299,-0.0016,-0.1776,0.0225,0.7449,0.0681,-0.0462,0.0007,23.0,0
39550.0,-0.6803,0.7085,1.2368,0.7589,0.7041,0.8432,0.1529,0.3431,-0.0611,0.0465,0.1884,0.6692,-0.0645,-0.0721,-0.6663,-0.6858,-0.0303,0.1854,1.0678,0.0712,0.0404,0.4811,-0.3297,-0.8039,-0.0669,-0.2073,0.3394,0.1851,4.99,0
39551.0,0.8201,-0.5693,1.121,1.6989,-0.7656,0.9581,-0.4884,0.4023,0.9822,-0.2993,0.588,1.6637,-0.3543,-0.5159,-2.3883,-0.9344,0.5281,-0.8328,0.4288,0.0285,-0.2962,-0.6673,-0.0273,0.0178,0.3537,-0.5383,0.0662,0.0379,122.77,0
39559.0,-1.0062,-4.6513,-0.1414,0.3775,-2.3536,1.3352,0.1138,0.2064,-0.1963,-0.0588,1.2783,0.4186,-0.3485,-0.3068,-0.677,0.5182,1.0649,-1.6598,0.1166,2.3016,0.7997,-0.1173,-0.9507,-0.1989,-0.2316,-0.3236,-0.1366,0.2072,1157.32,0
39562.0,-0.9113,0.3519,0.8695,-1.4231,-0.8698,-0.1523,0.9542,-0.1598,-1.5873,0.756,1.8133,-0.2074,-0.3825,0.0833,-0.0545,0.7293,0.4451,-1.7567,0.8122,-0.046,-0.1257,-0.286,0.2015,0.1854,-0.1766,-0.5754,0.0243,0.0505,153.79,0
39580.0,-0.7383,1.1243,2.2563,0.7987,-0.7145,-0.12,-0.0854,0.1156,0.2887,0.2896,-0.3924,0.4534,1.3195,-0.5712,1.5708,0.2924,-0.6043,0.696,-0.0441,0.322,0.3223,1.2299,-0.1035,0.4335,-0.4277,-0.2527,0.4694,0.3023,7.49,0
39581.0,1.4865,-0.9731,0.5564,-1.398,-1.605,-0.8278,-1.046,-0.0951,-2.0717,1.6242,1.3511,-0.2853,0.0708,-0.0409,-0.1161,-0.2516,0.349,0.4221,-0.0256,-0.3691,-0.1605,-0.0921,0.0627,0.5162,0.3247,-0.2345,0.0268,0.0101,1.0,0
39587.0,1.0354,-0.4579,0.5903,0.2785,-0.4793,0.6084,-0.628,0.3359,0.4131,0.0118,0.6984,0.2429,-0.6146,0.3398,1.1181,0.8536,-0.7928,0.44,-0.1508,0.0373,0.0604,-0.0312,-0.0844,-0.8042,0.0994,0.4497,-0.016,0.0167,87.21,0
39593.0,1.2252,0.2148,-0.7814,1.5129,2.2549,4.001,-0.5365,0.9594,-0.4746,0.6017,-0.6742,-0.0229,-0.1814,0.0834,-0.5155,0.5064,-0.7031,-0.2214,-0.2112,-0.058,-0.279,-0.8238,-0.0103,0.9861,0.6524,-0.0757,0.0048,0.0149,1.52,0
39595.0,-0.5398,0.7422,1.8733,0.1317,-0.014,-0.4137,0.5339,0.0777,-0.4691,-0.5005,1.0534,0.9479,-0.1411,0.0361,-1.157,-0.2847,-0.1207,-0.1091,0.6343,-0.0315,-0.0691,-0.0978,-0.1483,0.5802,-0.1325,0.191,0.072,0.1052,1.0,0
39600.0,1.0447,-0.1306,1.3683,1.8005,-0.8283,0.4208,-0.4799,0.2291,1.1452,-0.4362,-0.7207,1.3837,0.2266,-0.8307,-1.788,-1.2674,0.8624,-1.5273,0.0454,-0.172,-0.3838,-0.6165,0.1121,0.4104,0.3982,-0.5319,0.0942,0.0342,16.98,0
39602.0,-0.93,-0.3357,1.2998,-1.7228,-0.1722,-0.0504,0.87,-0.3721,1.8304,-1.4215,-1.4011,1.0596,1.2834,-1.1622,-0.5251,-0.5738,-0.6366,-0.0047,0.6535,-0.3267,-0.1876,0.3292,0.2313,-0.4074,-0.3127,-0.9944,0.0314,-0.1356,121.14,0
39614.0,-0.5856,1.8641,1.8736,4.0304,0.506,-0.3056,1.0615,-0.1806,-2.5234,1.2689,-0.3601,-0.698,-0.0822,0.5023,0.6274,-0.161,0.155,-0.2693,0.3201,0.0913,0.0837,0.1372,-0.3139,0.7079,0.3404,0.3147,-0.0876,0.0813,4.37,0
39615.0,-0.8068,1.2152,1.2988,-0.0544,-0.4756,-0.7617,0.2015,0.5296,-0.7459,-0.3476,1.2325,0.5498,-0.6251,0.7856,0.1589,0.4848,-0.3669,0.1871,0.226,-0.0494,-0.1282,-0.5044,0.0499,0.4993,-0.248,0.0456,0.1331,0.0485,1.98,0
39619.0,-1.875,0.2292,1.6985,0.1936,-1.4747,1.4585,1.0774,0.4242,0.1235,-0.6862,0.4227,-0.2508,-1.674,0.1411,-0.1361,0.7056,-0.6369,0.652,-0.9173,-0.5513,0.1176,0.585,-0.5529,-0.2892,0.3434,-0.3314,-0.1474,-0.4916,333.0,0
39623.0,1.0198,0.0167,-0.0052,0.8693,0.3748,1.2277,-0.4528,0.5317,0.65,-0.9497,0.4845,0.2972,-0.7639,-1.3424,0.9118,-1.1365,2.3663,-1.8441,-1.5616,-0.2491,-0.069,0.1763,0.0409,-1.0303,0.2174,0.5419,0.0699,0.0267,9.36,0
39623.0,0.9246,-0.2979,0.972,1.6064,-0.8262,0.0665,-0.2497,0.1182,0.5207,-0.0995,0.886,1.5839,0.1588,-0.2813,-1.7093,-0.3993,-0.0393,-0.0477,0.2828,0.0561,0.0141,0.1521,-0.1752,0.5888,0.6109,-0.3294,0.0384,0.0352,101.65,0
39625.0,-1.8614,-5.3292,-1.0162,1.4554,-2.0532,1.2617,1.3607,0.0046,0.5808,-0.9608,1.2223,1.1143,-0.4997,0.3005,-0.4943,-0.529,0.6173,-0.6281,-0.5319,2.9446,0.9924,-0.3216,-1.4038,-0.1097,-0.2794,1.0495,-0.3163,0.2516,1542.72,0
39625.0,1.315,0.2938,-0.0566,0.5014,-0.0097,-0.6053,0.033,-0.1201,0.17,-0.2659,-0.9071,-0.3229,-0.1551,-0.2328,1.2133,0.7482,-0.2803,0.0395,0.1216,-0.0874,-0.3489,-1.0278,0.0319,-0.5101,0.3103,0.1482,-0.0276,0.0212,1.78,0
39626.0,-1.2371,0.2555,2.8314,0.6267,-0.3341,0.1229,-0.0826,-0.0199,0.5767,-0.0557,-0.2807,-0.193,-0.7157,-0.6109,0.8193,-0.6723,0.4317,-0.5127,0.4224,-0.1295,-0.0499,0.2124,-0.1665,0.4472,-0.0986,0.4032,-0.4373,-0.093,15.32,0
39629.0,1.2391,0.1048,0.2415,0.945,0.0337,0.1925,-0.189,-0.0162,0.2846,0.0101,-1.6215,-0.0618,0.8067,-0.0402,1.2607,0.826,-1.1392,0.6059,-0.1106,0.0118,0.0638,0.1896,-0.2867,-0.9885,0.7165,-0.199,0.0372,0.0239,38.0,0
39632.0,1.2776,-0.0502,0.1246,0.1187,-0.1553,-0.084,-0.1777,0.0613,0.3045,-0.048,0.3532,0.5276,-0.4624,0.2986,-0.2821,0.3709,-0.6121,0.1514,0.8518,-0.0989,-0.2593,-0.6862,-0.0487,-0.5047,0.3943,0.4832,-0.0515,-0.0095,4.0,0
39636.0,0.1749,-1.8577,0.6326,1.2852,-1.5866,-0.0643,0.1054,-0.0641,0.9774,-0.564,-0.8367,0.6546,0.1837,-0.4294,-0.3408,-0.0516,0.0665,-0.4208,0.0587,0.9593,0.1055,-0.6112,-0.4047,0.456,0.0687,0.3189,-0.0881,0.1145,529.29,0
39638.0,1.28,-0.2661,-0.9921,-0.2853,1.883,3.6575,-0.7157,0.9007,0.4964,-0.1511,-0.5715,0.2603,-0.1831,-0.0358,-0.2047,-0.0362,-0.4058,-0.1101,0.5599,-0.0035,-0.1424,-0.317,-0.1235,1.0631,0.743,0.4537,-0.0141,0.004,6.99,0
39641.0,0.7528,-1.6858,-0.6786,-0.3362,-0.9278,-0.4765,0.199,-0.2983,-0.6745,0.4746,-1.6065,-0.6803,-0.3622,0.1976,0.143,-1.471,0.0624,1.0319,-0.2603,0.2294,-0.2896,-1.0935,-0.4246,-0.4091,0.3855,1.1073,-0.1441,0.052,374.98,0
39645.0,1.2513,0.0007,-0.6805,0.5498,1.9292,3.736,-0.7927,0.9356,-0.5196,0.5962,-0.2516,-0.2612,0.1244,0.1867,0.923,1.2553,-1.1004,0.143,-0.4529,0.0467,-0.0667,-0.391,0.0053,1.0395,0.3327,0.9323,-0.0615,0.0099,11.72,0
39647.0,1.1002,-0.2137,0.5774,0.7424,-0.589,-0.2001,-0.1986,0.0736,0.6594,-0.2639,-0.5545,0.148,-0.8428,0.0755,0.2163,-0.4285,0.3364,-1.0909,-0.1123,-0.1079,-0.2584,-0.6804,0.0833,0.0895,0.1983,0.3138,-0.0203,0.0179,49.9,0
39652.0,-0.8817,-0.014,1.1368,0.9439,0.9201,-0.7106,0.2852,0.0802,-0.7786,-0.0083,0.7838,0.2332,-0.4727,0.6638,0.4234,-0.0195,-0.5179,0.8197,0.8419,0.3155,0.281,0.4683,0.0677,-0.0024,-0.2037,-0.332,0.1185,0.1698,59.9,0
39653.0,-1.0164,1.1643,1.1818,-1.1837,-0.2949,-1.0206,0.5238,-0.0369,-0.0718,-0.4741,0.3175,0.6842,0.6318,-0.0523,0.5294,0.0019,-0.1629,-1.1703,-1.2355,-0.2225,0.1152,0.1513,0.0436,0.6769,-0.4474,0.6638,-0.8787,-0.2624,0.77,0
39667.0,1.4054,-0.6551,-0.3001,-1.0039,-0.4293,-0.2028,-0.5208,-0.0188,-0.9262,0.8435,0.2291,-0.8576,-0.7305,0.2666,0.1548,1.578,-0.3239,-0.3823,1.2452,0.1141,0.1941,0.3494,-0.2857,-0.8291,0.7111,-0.0613,-0.0237,-0.0084,41.85,0
39669.0,1.1332,-0.4702,1.2656,0.7371,-1.2457,0.0769,-0.9695,0.2353,1.2632,-0.1795,-1.3232,-0.4896,-0.9271,-0.2664,1.018,0.7529,-0.5499,0.6041,-0.2152,-0.0693,0.1574,0.4893,-0.1374,-0.0846,0.2769,0.5374,0.0179,0.0309,44.99,0
39682.0,0.8034,-0.8605,0.9862,0.4517,-0.8429,0.9963,-0.7026,0.4608,0.8795,-0.3845,1.3104,1.417,-0.1996,-0.235,-0.5034,-0.5156,0.4195,-0.9293,-0.1267,0.1222,-0.0305,-0.1001,-0.0068,-0.2152,-0.0145,0.6068,-0.0027,0.0265,143.86,0
39682.0,1.0096,-0.3224,0.502,1.0337,-0.3173,0.431,-0.3234,0.0541,0.4617,-0.0756,-1.5966,0.0479,1.0447,-0.2082,1.4594,1.0741,-1.2479,0.7416,-0.2233,0.2465,0.1016,0.0544,-0.3071,-0.9933,0.4958,-0.2914,0.0383,0.0517,144.0,0
39683.0,1.408,-1.3164,-0.1902,-1.5613,-1.1759,-0.3458,-0.9049,-0.0376,-1.9281,1.6469,0.2159,-1.3174,-1.0116,0.2476,0.0403,0.0042,0.0871,0.9231,0.3454,-0.2476,-0.1252,-0.2274,-0.1936,-0.5438,0.5216,-0.0836,-0.0089,0.0063,85.68,0
39685.0,0.7279,-0.4559,0.0264,1.5856,-0.4187,-0.5059,0.51,-0.1441,0.0906,-0.139,-0.2265,0.1981,-0.7594,0.4677,0.312,-0.7055,0.3253,-0.8735,-0.6802,0.2222,0.1468,0.0647,-0.2731,0.4244,0.6184,-0.2743,-0.0214,0.0526,234.08,0
39697.0,0.9493,0.34,0.6424,2.155,0.6685,1.8507,-0.3136,0.6234,-1.0337,0.6507,2.1787,1.1352,0.1972,0.5228,0.9162,-0.34,0.2834,-1.79,-2.2691,-0.2479,0.0872,0.3231,0.1469,-1.0284,0.0559,0.0127,0.0618,0.0022,7.99,0
39703.0,-7.4606,-8.7564,1.4661,1.9049,7.6922,-5.4231,-3.4162,0.6118,0.0824,-0.7262,-0.8053,0.7368,0.0146,0.465,-0.5548,-0.3083,-0.2849,-0.5264,-1.9518,2.6927,0.9466,-0.3792,2.0061,0.0077,1.435,-0.4993,-0.4157,0.2386,356.32,0
39703.0,-1.608,0.1984,1.8704,-0.2419,1.2782,-1.6472,0.3535,-0.2725,-0.1346,-0.3783,-0.217,-0.2779,-0.2355,-0.6322,0.6819,0.543,-0.2972,-0.2272,-0.6298,-0.0489,-0.3774,-0.8644,-0.3751,0.3493,0.2049,0.0032,0.0856,-0.1473,2.69,0
39709.0,1.0798,-0.1403,1.4589,1.4262,-1.1593,-0.0649,-0.7162,0.267,1.0389,-0.2084,-0.304,0.0859,-1.3151,-0.0547,0.5263,-0.3122,0.294,-0.5343,-0.7604,-0.271,-0.0167,0.1401,0.1097,0.5829,0.231,-0.4079,0.0824,0.0369,4.99,0
39713.0,-1.0306,-0.1316,1.1359,0.3089,0.4154,-1.3584,0.2372,-0.1804,-0.3417,0.0747,-0.1228,0.3569,0.9313,0.0047,1.3108,-0.2324,0.0091,-0.467,1.1635,0.3478,-0.1544,-0.3673,0.4,0.437,-0.337,0.9129,0.0833,0.2105,45.2,0
39713.0,0.9474,-1.5003,1.0191,-0.4003,-1.9832,-0.2625,-1.1162,0.1866,-0.1476,0.639,1.0469,-0.5589,-1.4597,-0.1437,-0.157,1.4203,0.2326,-0.3623,0.6251,0.3458,0.4643,0.8853,-0.2313,0.5657,0.2784,-0.0909,0.0014,0.0458,192.0,0
39714.0,-6.0678,3.431,-4.5605,0.6251,-2.3944,-0.0812,-1.0202,2.8854,0.4716,2.361,-0.099,1.5114,0.3591,1.9725,0.3982,0.3542,0.5399,0.2626,0.2896,0.3677,-0.0601,0.2633,-0.4943,-0.8111,-0.2784,-0.4571,-0.4419,-0.7396,99.99,0
39727.0,-4.5842,-2.4614,0.4228,0.1845,1.9125,-2.7112,-1.5473,0.7872,-0.6132,-0.6831,1.0373,1.6482,0.569,0.8266,-1.0007,0.3269,0.0212,-0.2936,0.096,-0.2846,0.0153,-0.2841,-1.6233,0.8035,0.2748,0.9742,0.5009,-1.0916,17.0,0
39729.0,-0.9646,-1.6435,-0.1877,1.1583,-2.4583,0.8522,2.7852,-0.3036,0.94,-1.9653,0.1597,-0.4907,-1.182,-1.9589,1.1527,-1.3413,2.4983,0.7778,1.406,1.7844,0.4472,0.5362,1.6341,0.2038,0.2187,-0.2219,-0.3086,-0.1645,776.83,1
39730.0,0.6747,-0.8286,0.9471,1.6076,-1.2489,-0.1827,-0.2621,0.036,0.7777,-0.1805,-0.811,0.0214,-0.4623,-0.0846,0.6802,0.3456,-0.3792,0.327,-0.5627,0.3456,0.2708,0.3484,-0.305,0.411,0.3923,-0.2679,0.0158,0.079,260.0,0
39731.0,0.6274,-1.9304,0.8316,-0.1813,-1.8554,0.1209,-0.7252,0.0794,-0.2391,0.3745,0.9778,0.7227,0.5099,-0.7363,-1.3902,0.9583,0.4234,-1.0359,1.09,0.7975,0.2699,0.1528,-0.3182,0.3899,0.242,-0.3,-0.0122,0.0766,357.26,0
39737.0,-1.0788,0.2571,0.9613,-0.7533,0.1521,1.6333,-0.4133,1.0789,-1.6527,0.1101,1.4838,1.2672,0.4464,0.2825,-0.3682,-2.9928,1.4399,-0.6201,-1.6701,-0.448,-0.2157,0.0464,0.1149,-0.9989,-0.4573,0.4202,0.2988,0.0817,28.0,0
39739.0,-4.3791,0.0729,0.7203,2.6916,-0.4224,2.168,0.2478,-1.895,0.7178,2.123,0.9514,0.5108,-0.8058,-0.8195,-1.0472,-0.56,0.449,-0.8505,0.1988,-2.7113,1.1053,0.2571,0.7989,-0.2208,-0.3709,0.0334,-1.1672,0.7581,190.16,0
39745.0,-0.4009,0.7077,-0.0573,-1.1952,2.4267,3.3818,0.1663,0.9329,-0.5269,-0.2642,-0.1803,-0.2477,-0.0499,0.2934,1.0427,0.5303,-0.8922,0.1056,0.3827,0.2626,-0.2698,-0.9061,-0.0117,0.9811,-0.0275,0.0859,0.2605,0.1159,20.24,0
39746.0,1.1957,0.2688,0.6387,0.6399,-0.3828,-0.6914,0.0434,-0.1322,-0.0993,-0.133,0.4307,0.9776,1.019,0.1317,1.1741,-0.1216,-0.0705,-1.1938,-0.6055,-0.0866,-0.1997,-0.5056,0.1974,0.4163,0.1276,0.1015,-0.0069,0.0205,1.29,0
39755.0,-0.8519,0.9909,0.079,-0.5378,0.9802,0.2898,1.0601,-0.0784,-0.4438,0.3329,-0.2631,0.0866,0.397,0.1817,-0.0188,0.5215,-1.2451,0.7007,0.967,0.112,-0.0882,0.0356,-0.3733,-1.3452,-0.1072,0.2824,-0.3395,-0.3596,57.7,0
39762.0,-0.3882,1.2173,0.9724,0.3753,0.7661,-0.598,1.2985,-0.3482,-0.5105,0.092,-0.1694,-0.0492,-0.0541,0.1859,0.7601,-0.7063,-0.1364,-0.7068,-0.4977,0.0689,0.0214,0.3563,-0.2904,0.0862,0.3692,-0.3308,-0.0215,-0.1501,2.99,0
39762.0,-0.7254,1.0937,-1.2929,-0.1487,3.0804,3.2007,0.8603,0.2604,0.133,1.8361,-0.0433,-0.4504,-0.1178,-0.002,1.1331,-0.5439,-0.7901,0.2575,0.9989,0.5888,-0.1363,0.3657,0.0371,1.0055,-0.5259,-0.3852,0.4008,0.0744,27.93,0
39765.0,-0.5848,0.3726,2.4883,1.7938,-0.2459,0.5419,-0.0744,0.3193,0.4382,-0.5977,-0.8078,1.0692,0.3105,-0.8554,-1.4872,-1.7671,1.2295,-1.2251,1.1718,0.0785,-0.2484,-0.2714,0.0839,0.4179,-0.3994,-0.46,0.2319,0.165,15.98,0
39765.0,1.4111,-1.2093,0.6465,-1.2893,-1.8514,-0.9226,-1.0843,-0.1302,-1.5916,1.4221,-0.5996,-1.3806,-0.4761,-0.1681,0.8719,-0.1348,0.4848,0.0501,-0.2476,-0.2932,-0.3522,-0.8186,0.1507,0.3145,0.08,-0.412,0.0275,0.0359,60.0,0
39767.0,1.0981,-0.1863,0.1225,-0.0997,-0.1616,-0.1325,-0.0057,0.019,-0.1877,-0.0589,1.4911,1.1479,0.5243,0.395,0.5353,0.2373,-0.4017,-0.5525,0.127,0.0857,-0.125,-0.497,0.0217,-0.2406,0.1068,0.8384,-0.0828,0.0013,71.96,0
39768.0,0.8195,-0.4508,-0.1233,1.235,0.137,0.6806,0.2053,0.1272,0.0459,-0.0453,0.4484,1.0247,0.0952,0.2288,-0.7259,-0.2677,-0.2894,-0.1918,0.1727,0.2356,0.0102,-0.1827,-0.3434,-0.7871,0.6791,-0.2987,0.0007,0.0301,195.0,0
39769.0,1.0684,-0.0249,0.0667,0.9997,-0.2202,-0.4471,0.1465,-0.0282,-0.1101,0.1766,0.8354,0.2309,-1.0289,0.7859,0.365,0.4007,-0.7376,0.5933,0.0255,-0.0229,0.0945,0.0521,-0.2115,-0.0135,0.6381,-0.3304,-0.0124,0.0187,85.0,0
39770.0,1.2173,0.2138,0.5373,0.5029,-0.4037,-0.6623,-0.0269,-0.0701,-0.2456,0.097,1.5164,1.1664,0.4356,0.3951,0.309,0.4901,-0.686,-0.0716,0.1697,-0.0686,-0.2034,-0.6156,0.1212,0.3297,0.1944,0.0765,-0.0316,0.0093,1.98,0
39770.0,1.2212,0.5445,0.3139,2.0881,0.4223,0.4568,0.0125,0.1088,-0.9462,0.8351,0.2056,0.3632,0.3643,0.3744,-0.0774,1.3022,-1.3346,0.3798,-0.1945,-0.0877,-0.2708,-0.8828,-0.0155,-0.8913,0.3798,-0.2115,-0.011,0.0073,4.81,0
39774.0,-1.404,1.9564,-0.4075,0.7451,-0.7905,-0.0588,0.1927,0.9912,-1.064,-0.7558,-1.727,0.2423,0.8623,1.0563,0.9428,0.3205,-0.0933,0.4716,0.7785,-0.3589,0.2322,0.3426,-0.1086,-0.5523,-0.0591,-0.2918,-0.4067,-0.071,108.39,0
39775.0,-2.0566,0.1986,1.292,1.334,0.075,0.5221,-0.3857,-2.7472,-0.7199,-0.0371,1.5092,0.163,-1.4621,0.8354,1.0905,-0.1696,0.0201,0.2456,0.5182,0.1992,-1.3518,0.729,0.5617,0.1844,-0.2277,-0.3706,-0.1762,0.0659,117.9,0
